,last_scraped,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,Unnamed: 0,id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
509,2024-09-18,Yuki,2016-04-17,"Boston, MA",within a day,t,t,t,Private room in home,Private room,1.5 shared baths,t,2024-09-18,2016-11-30,2023-12-02,STR-416496,f,509,14686119,67637928,1.0,1.0,5.0,6.0,1.0,1.5,1.0,1.0,45.0,14.2,1125,13.3,90.0,1125.0,1125.0,15.0,1125.0,0,0,10.0,1.0,0.0,4.6,4.7,4.2,4.8,4.8,0.0,5.0,0.0,0.11
510,2024-09-18,Bill,2014-12-01,"Boston, MA",within a day,f,t,t,Entire home,Entire home/apt,2 baths,t,2024-09-18,2017-03-12,2019-09-06,STR-416496,f,510,14704252,24358957,1.0,1.0,1.0,1.0,6.0,1.1,1.2,1.3,208.5,29.0,30,29.0,29.0,30.0,30.0,29.0,30.0,23,83,17.0,0.0,0.0,4.88,4.65,4.71,4.94,4.71,1.0,0.0,0.0,0.19
511,2024-09-18,Marie,2014-05-30,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2016-10-09,2024-08-16,STR-414322,f,511,14747561,16186589,1.0,0.95,27.0,30.0,1.0,1.0,1.0,2.0,50.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,16,76,12.0,2.0,0.0,4.67,4.67,4.8,4.92,4.8,5.0,0.8,0.0,0.12
512,2024-09-18,Philip And Ann,2015-05-23,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,2 baths,t,2024-09-18,2016-09-03,2024-09-14,STR-414322,f,512,14770892,34055750,1.0,1.0,1.0,2.0,4.0,1.1,2.0,2.0,377.0,2.0,120,2.0,2.0,120.0,120.0,2.0,120.0,4,33,21.0,7.0,0.3,4.93,4.93,4.87,4.98,4.98,1.0,0.0,0.0,3.92
513,2024-09-18,Andre,2015-09-19,Jamaica,within an hour,t,t,t,Private room in home,Private room,2 shared baths,t,2024-09-18,2016-09-02,2024-08-31,STR-416718,t,513,14778561,44581223,1.0,1.0,5.0,5.0,1.0,1.1,1.0,1.0,64.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,17,77,50.0,2.0,1.0,4.58,4.68,4.6,4.74,4.6,0.0,5.0,0.0,0.51
514,2024-09-18,Paul,2016-08-30,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1.5 baths,t,2024-09-18,2016-09-24,2024-08-25,STR-445212,f,514,14820482,92648590,1.0,1.0,1.0,1.0,7.0,1.5,3.0,1.3,446.0,3.0,120,3.0,6.0,1125.0,1125.0,4.4,1125.0,8,31,21.0,36.0,2.0,4.83,4.86,4.78,4.96,4.96,1.0,0.0,0.0,2.19
515,2024-09-18,Lori,2015-04-02,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1.5 shared baths,t,2024-09-18,2016-09-07,2024-09-13,STR-398358,f,515,14868157,30490577,1.0,0.99,3.0,3.0,1.0,1.5,1.0,1.0,117.0,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,10,44,21.0,7.0,0.3,4.95,4.97,4.98,4.99,4.83,1.0,2.0,0.0,3.81
516,2024-09-18,Manuela,2015-01-14,"Boston, MA",within an hour,f,t,f,Private room in home,Private room,1 shared bath,t,2024-09-18,2016-10-01,2024-09-02,STR-524662,f,516,14873100,26098645,1.0,1.0,6.0,7.0,2.0,1.0,1.0,1.0,69.0,5.0,29,5.0,5.0,1125.0,1125.0,5.0,1125.0,7,61,21.0,12.0,1.0,4.66,4.78,4.63,4.88,4.69,0.0,6.0,0.0,1.38
517,2024-09-18,Melissa,2016-08-30,"Boston, MA",within an hour,t,t,t,Private room in bed and breakfast,Private room,1.5 baths,t,2024-09-18,2017-09-15,2024-09-01,STR-545898,t,517,14928081,92691757,1.0,0.98,8.0,11.0,4.0,1.5,1.0,1.0,336.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,11,13,46.0,8.0,2.0,4.85,4.78,4.76,4.87,4.96,1.0,7.0,0.0,0.54
518,2024-09-18,Tucker,2015-06-19,"Boston, MA",within a few hours,f,t,t,Private room in rental unit,Private room,1 bath,t,2024-09-18,2016-09-19,2017-08-18,STR-383505,f,518,14928333,36238029,1.0,1.0,1.0,3.0,2.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,13.0,0.0,0.0,4.77,4.69,4.85,4.67,4.67,0.0,1.0,0.0,0.13
519,2024-09-18,Robin,2016-05-15,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 private bath,t,2024-09-18,2016-09-16,2024-09-15,STR-383505,f,519,14943350,72139831,1.0,0.96,4.0,4.0,2.0,1.0,1.0,1.0,97.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,41,21.0,7.0,0.3,4.95,4.95,4.94,4.99,4.92,0.0,4.0,0.0,4.05
520,2024-09-18,Melissa,2016-08-30,"Boston, MA",within an hour,t,t,t,Private room in bed and breakfast,Private room,1 private bath,t,2024-09-18,2016-09-22,2024-09-13,STR-545898,t,520,14950089,92691757,1.0,0.98,8.0,11.0,2.0,1.0,1.0,1.0,253.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,1,1,21.0,24.0,0.3,4.84,4.88,4.9,4.87,4.92,1.0,7.0,0.0,1.48
521,2024-09-18,Melissa,2016-08-30,"Boston, MA",within an hour,t,t,t,Private room in bed and breakfast,Private room,1 private bath,t,2024-09-18,2016-09-16,2024-08-23,STR-545898,t,521,14950328,92691757,1.0,0.98,8.0,11.0,2.0,1.0,1.0,1.0,253.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,2,2,87.0,7.0,1.0,4.69,4.82,4.84,4.73,4.91,1.0,7.0,0.0,0.89
522,2024-09-18,Melissa,2016-08-30,"Boston, MA",within an hour,t,t,t,Private room in bed and breakfast,Private room,2 baths,t,2024-09-18,2016-09-15,2024-08-15,STR-545898,t,522,14950476,92691757,1.0,0.98,8.0,11.0,4.0,1.1,1.0,1.0,336.0,1.0,1125,1.0,1.0,365.0,365.0,1.0,365.0,9,12,52.0,11.0,0.0,4.77,4.81,4.85,4.94,4.9,1.0,7.0,0.0,0.53
523,2024-09-18,Furnished Quarters,2014-10-14,"New York, NY",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-11-01,2017-05-24,STR-393765,t,523,14976039,22541573,1.0,1.0,28.3,42.2,3.0,1.0,1.0,1.0,185.0,32.0,270,32.0,32.0,270.0,270.0,32.0,270.0,0,14,4.0,0.0,0.0,4.75,5.0,5.0,5.0,5.0,45.0,0.0,0.0,0.04
524,2024-09-18,MariaLuisa,2016-05-16,"New York, NY",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-10-13,2017-03-21,STR-393765,f,524,14995433,72392354,1.0,0.9,1.0,1.0,3.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,7.0,0.0,0.0,4.86,4.86,4.86,5.0,5.0,1.0,0.0,0.0,0.07
525,2024-09-18,Zvi,2015-05-30,"Boston, MA",within an hour,t,t,t,Entire guest suite,Entire home/apt,1 bath,t,2024-09-18,2017-09-20,2024-09-15,STR-393765,t,525,15016872,34614605,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,132.0,2.0,60,2.0,3.0,1125.0,1125.0,2.1,1125.0,6,36,21.0,7.0,0.3,4.92,4.93,4.97,4.98,4.87,1.0,0.0,0.0,3.63
526,2024-09-18,John,2010-08-12,"Boston, MA",within an hour,f,t,t,Entire condo,Entire home/apt,2 baths,t,2024-09-18,2016-09-19,2017-04-18,STR-447200,f,526,15020558,199789,1.0,0.9,1.0,1.0,3.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,13.0,0.0,0.0,4.92,5.0,4.85,5.0,5.0,1.0,0.0,0.0,0.13
527,2024-09-18,Jacinter,2016-09-16,"Boston, MA",within a day,f,t,t,Private room in townhouse,Private room,1 shared bath,t,2024-09-18,2016-09-26,2024-07-27,STR-447200,f,527,15085512,95460673,1.0,0.75,1.0,3.0,2.0,1.0,2.0,1.0,53.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,30,46.0,2.0,0.0,4.89,4.83,4.84,4.96,4.41,0.0,1.0,0.0,0.47
528,2024-09-18,Lynel,2014-04-23,"Delray Beach, FL",within an hour,f,t,t,Entire condo,Entire home/apt,1.5 baths,t,2024-09-18,2016-10-31,2024-09-03,STR-447200,f,528,15147053,14630158,1.0,0.99,1.0,1.0,3.0,1.5,1.0,1.0,150.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,26,21.0,7.0,1.0,4.88,4.92,4.92,4.9,4.87,1.0,0.0,0.0,5.2
529,2024-09-18,Kaitlyn,2012-10-01,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,1 bath,t,2024-09-18,2016-10-08,2024-09-02,STR-416028,t,529,15148487,3731207,1.0,0.98,3.0,3.0,4.0,1.0,2.0,2.0,404.0,4.0,1100,1.0,6.0,1100.0,1100.0,4.0,1100.0,0,17,21.0,7.0,1.0,4.91,4.93,4.94,4.96,5.0,3.0,0.0,0.0,4.47
530,2024-09-18,Huggy,2014-07-21,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1.5 shared baths,t,2024-09-18,2016-10-10,2017-11-21,STR-441409,f,530,15177273,18517776,1.0,1.0,31.0,34.0,1.0,1.5,2.0,1.0,39.0,14.2,999,13.3,91.0,999.0,999.0,15.0,999.0,30,90,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.8,0.0,0.02
531,2024-09-18,Jason,2013-10-13,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-09-30,2024-08-14,STR-441409,t,531,15222140,9410008,1.0,1.0,20.0,53.0,6.0,1.0,3.0,3.0,490.0,10.0,365,3.0,10.0,1125.0,1125.0,8.0,1125.0,6,62,21.0,20.0,0.0,4.91,4.96,4.96,4.97,4.96,16.0,0.0,0.0,1.89
532,2024-09-18,Duncan,2016-09-27,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-12-08,2020-03-01,STR-396906,t,532,15251516,96990964,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,275.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,21.0,0.0,0.0,4.92,4.94,4.89,4.99,4.96,1.0,0.0,0.0,1.5
533,2024-09-18,Robin,2016-05-15,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 private bath,t,2024-09-18,2016-10-23,2024-09-17,STR-383505,f,533,15256830,72139831,1.0,0.96,4.0,4.0,3.0,1.0,1.0,3.0,100.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,31,21.0,7.0,0.3,4.96,4.96,4.94,4.97,4.92,0.0,4.0,0.0,3.81
534,2024-09-18,Alan,2013-03-25,"Boston, MA",within an hour,f,t,t,Entire condo,Entire home/apt,1 bath,t,2024-09-18,2017-02-19,2020-11-30,STR-419049,f,534,15281436,5618949,1.0,0.97,13.0,33.0,4.0,1.0,0.0,2.0,149.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,30,90,61.0,0.0,0.0,4.52,4.64,4.57,4.88,4.78,13.0,0.0,0.0,0.66
535,2024-09-18,Josh,2011-08-23,"Boston, MA",within an hour,f,t,t,Entire condo,Entire home/apt,1.5 baths,t,2024-09-18,2017-02-19,2020-11-30,STR-383389,t,535,15296865,1012005,1.0,0.9,1.0,1.0,2.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,0.0,0.0,0.0,4.52,4.64,4.57,4.88,4.78,1.0,0.0,0.0,3.66
536,2024-09-18,Kevin And Diane,2016-10-05,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 private bath,t,2024-09-18,2016-11-13,2024-09-17,STR-383389,f,536,15376003,98244983,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,150.0,2.0,28,1.0,2.0,28.0,28.0,2.0,28.0,5,37,21.0,7.0,0.3,4.92,4.96,4.96,4.97,4.87,0.0,1.0,0.0,3.66
537,2024-09-18,Jason,2013-10-13,"Boston, MA",within an hour,t,t,f,Entire rental unit,Entire home/apt,2.5 baths,t,2024-09-18,2016-10-19,2024-09-03,STR-383505,t,537,15397125,9410008,1.0,1.0,20.0,53.0,2.8,1.1,1.2,1.3,208.5,10.0,365,3.0,10.0,1125.0,1125.0,7.9,1125.0,17,60,21.0,22.0,2.0,4.97,4.98,4.95,4.98,4.97,16.0,0.0,0.0,1.54
538,2024-09-18,Huggy,2014-07-21,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1.5 shared baths,t,2024-09-18,2016-10-11,2018-01-28,STR-383505,f,538,15453527,18517776,1.0,1.0,31.0,34.0,1.0,1.5,1.0,1.0,39.0,14.2,1000,13.3,91.0,1000.0,1000.0,15.0,1000.0,30,90,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.4,0.0,0.8,0.0,0.05
539,2024-09-18,Robin,2016-05-15,"Boston, MA",within an hour,t,t,t,Private room in home,Private room,1 shared bath,t,2024-09-18,2016-11-01,2024-09-07,STR-383505,f,539,15521407,72139831,1.0,0.96,4.0,4.0,2.0,1.0,1.0,1.0,75.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,2,34,21.0,7.0,0.3,4.97,4.97,4.95,4.99,4.92,0.0,4.0,0.0,2.84
540,2024-09-18,Charles,2016-10-18,"Boston, MA",within a day,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2017-01-29,2022-12-02,STR-416677,f,540,15559436,100180968,1.0,1.0,4.0,8.0,2.0,1.0,1.0,2.0,160.0,29.0,90,29.0,29.0,90.0,90.0,29.0,90.0,0,48,21.0,0.0,0.0,4.91,4.98,4.95,4.91,4.84,1.0,0.0,0.0,4.32
541,2024-09-18,Victoria,2016-04-07,"Acton, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-11-08,2024-08-29,STR-409565,f,541,15660279,66257167,1.0,0.97,24.0,28.0,7.0,1.0,1.2,1.3,208.5,2.0,100,2.0,2.0,100.0,100.0,2.0,100.0,26,40,21.0,16.0,2.0,4.8,4.87,4.84,4.96,4.95,2.0,0.0,0.0,3.18
542,2024-09-18,Victoria/Tim,2013-05-16,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2017-02-19,2023-09-14,STR-409565,f,542,15710997,6430732,1.0,0.94,2.0,3.0,2.0,1.1,2.0,2.0,125.0,30.0,105,30.0,30.0,105.0,105.0,30.0,105.0,6,66,21.0,0.0,0.0,4.87,4.93,4.82,4.98,4.85,2.0,0.0,0.0,1.45
543,2024-09-18,Bronwyn,2013-07-22,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2018-07-02,2021-04-28,STR-439247,t,543,15714436,7651528,1.0,0.9,1.0,2.0,2.8,1.2,3.0,1.0,213.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,0,32.0,0.0,0.0,4.91,4.97,4.81,5.0,4.9,1.0,0.0,0.0,0.42
544,2024-09-18,Zac,2016-06-20,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2017-06-17,2017-06-23,STR-416852,f,544,15773389,78923625,1.0,0.9,1.0,1.0,2.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,2.0,0.0,0.0,4.8,4.5,4.8,5.0,5.0,0.0,1.0,0.0,0.02
545,2024-09-18,Cheryl,2013-02-18,"Nantucket, MA",within an hour,f,t,t,Entire condo,Entire home/apt,1.5 baths,t,2024-09-18,2017-04-16,2022-05-29,STR-416852,f,545,15819226,5139380,1.0,1.0,2.0,2.0,2.0,1.5,1.0,1.0,500.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,28,88,31.0,0.0,0.0,4.71,4.81,4.74,4.87,5.0,1.0,0.0,0.0,0.34
546,2024-09-18,Peter,2015-09-17,"Boston, MA",within a few hours,t,t,t,Entire guest suite,Entire home/apt,1 bath,t,2024-09-18,2018-06-02,2024-08-27,STR-544912,f,546,15821724,44448784,1.0,0.98,1.0,1.0,3.0,1.0,2.0,2.0,124.0,5.0,365,5.0,5.0,1125.0,1125.0,5.0,1125.0,3,9,21.0,29.0,2.0,4.96,5.0,5.0,4.97,4.82,1.0,0.0,0.0,2.86
547,2024-09-18,Kenneth,2016-11-04,"Boston, MA",within a day,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2018-03-29,2024-06-08,STR-402110,f,547,15832498,102515900,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,345.0,7.0,92,5.0,7.0,92.0,92.0,6.7,92.0,0,34,73.0,5.0,0.0,5.0,5.0,4.99,4.99,5.0,1.0,0.0,0.0,0.93
548,2024-09-18,Jason,2013-10-13,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1.5 baths,t,2024-09-18,2016-11-19,2024-08-03,STR-441402,t,548,15901362,9410008,1.0,1.0,20.0,53.0,6.0,1.5,3.0,3.0,208.5,7.0,365,3.0,7.0,1125.0,1125.0,6.1,1125.0,11,65,21.0,15.0,0.0,4.97,4.98,4.97,4.99,4.97,16.0,0.0,0.0,1.82
549,2024-09-18,Michelle,2013-11-25,"Boston, MA",within an hour,t,t,t,Entire townhouse,Entire home/apt,2.5 baths,t,2024-09-18,2016-11-19,2024-08-15,STR-568835,f,549,15974807,10250028,1.0,1.0,2.0,2.0,2.8,1.2,1.2,1.0,213.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,0,21.0,7.0,0.0,4.93,4.97,4.88,4.98,4.86,2.0,0.0,0.0,1.95
550,2024-09-18,Richy,2016-11-15,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2016-11-19,2024-08-15,STR-443131,f,550,15981694,103836714,1.0,0.9,1.0,1.0,3.0,1.2,1.0,1.0,213.0,14.2,150,13.3,91.0,150.0,150.0,15.0,150.0,0,0,0.0,0.0,0.0,4.93,4.97,4.88,4.98,4.86,1.0,0.0,0.0,0.56
551,2024-09-18,Whitney,2014-11-13,"Massachusetts, United States",within a day,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2017-04-17,2024-06-29,STR-443131,f,551,15985435,23692234,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,153.0,31.0,365,31.0,31.0,365.0,365.0,31.0,365.0,6,66,51.0,1.0,0.0,4.94,4.92,4.92,4.96,4.83,1.0,0.0,0.0,0.56
552,2024-09-18,Noreen,2014-04-19,"Washington, DC",within a day,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2017-03-13,2017-07-02,STR-443131,f,552,16001334,14460209,1.0,0.9,1.0,2.0,3.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,2.0,0.0,0.0,4.5,5.0,4.5,5.0,5.0,1.0,0.0,0.0,0.02
553,2024-09-18,Shawn,2016-04-21,"Massachusetts, United States",within an hour,f,t,t,Entire condo,Entire home/apt,1 bath,t,2024-09-18,2017-05-21,2024-08-18,STR-443131,f,553,16013285,68235152,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,215.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,5,45,21.0,8.0,0.0,4.83,4.81,4.75,4.93,4.68,1.0,0.0,0.0,1.74
554,2024-09-18,Cora,2016-11-17,"Boston, MA",within a few hours,f,t,f,Entire condo,Entire home/apt,1.5 baths,t,2024-09-18,2017-02-01,2019-08-10,STR-443131,t,554,16040760,104174476,1.0,1.0,6.0,10.0,2.8,1.5,2.0,1.3,248.0,14.2,365,13.3,91.0,1125.0,1125.0,15.0,1125.0,30,90,67.0,0.0,0.0,4.84,4.87,4.78,4.86,4.86,1.0,0.0,0.0,0.72
555,2024-09-18,Fahim,2013-08-27,"Boston, MA",within a few hours,f,t,t,Private room in rental unit,Private room,1 bath,t,2024-09-18,2016-12-16,2017-01-08,STR-443131,f,555,16121974,8469839,1.0,0.9,1.0,1.0,1.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,5.0,0.0,0.0,4.2,4.6,4.8,5.0,5.0,0.0,1.0,0.0,0.05
556,2024-09-18,Jovan,2014-04-07,"Boston, MA",within an hour,t,t,t,Entire home,Entire home/apt,1 bath,t,2024-09-18,2016-12-18,2024-09-12,STR-443131,f,556,16148182,14016102,1.0,0.98,3.0,3.0,6.0,1.0,2.0,3.0,123.0,2.0,100,2.0,2.0,100.0,100.0,2.0,100.0,3,41,21.0,7.0,0.3,4.84,4.91,4.85,4.94,4.6,3.0,0.0,0.0,2.99
557,2024-09-18,Jurek,2014-09-24,"Boston, MA",within an hour,t,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2017-07-15,2024-08-26,STR-383107,f,557,16233671,21745230,1.0,0.97,19.0,25.0,2.0,1.0,1.0,1.0,86.0,2.0,45,2.0,2.0,45.0,45.0,2.0,45.0,3,5,96.0,21.0,1.0,4.84,4.9,4.93,4.92,4.7,2.0,0.8,0.0,1.1
558,2024-09-18,Victoria/Tim,2013-05-16,"Boston, MA",within an hour,t,t,t,Entire loft,Entire home/apt,1 bath,t,2024-09-18,2017-01-03,2024-08-10,STR-551909,f,558,16239455,6430732,1.0,0.94,2.0,3.0,4.0,1.2,2.0,1.0,213.0,3.0,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,115.0,19.0,0.0,4.93,5.0,4.87,5.0,4.81,2.0,0.0,0.0,1.23
559,2024-09-18,Jimmy,2016-12-07,"Massachusetts, United States",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2017-04-15,2019-11-08,STR-383107,f,559,16276850,106461701,1.0,0.9,1.0,1.0,1.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,17.0,0.0,0.0,4.47,4.71,4.65,5.0,4.82,1.0,0.0,0.0,0.19
560,2024-09-18,Jurek,2014-09-24,"Boston, MA",within an hour,t,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2017-01-01,2024-09-01,STR-383107,f,560,16364879,21745230,1.0,0.97,19.0,25.0,4.0,1.0,2.0,2.0,145.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,2,21.0,8.0,1.0,4.73,4.86,4.93,4.84,4.64,2.0,0.8,0.0,1.8
561,2024-09-18,Jonathan,2014-05-27,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,2 baths,t,2024-09-18,2016-12-20,2024-07-03,STR-541538,f,561,16379917,16052189,1.0,1.0,16.0,27.0,6.0,1.2,1.2,1.0,213.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,0,10.0,3.0,0.0,5.0,4.9,4.8,4.8,4.6,8.0,0.0,0.0,0.11
562,2024-09-18,Tobias,2013-05-25,"Boston, MA",within an hour,t,t,t,Private room in condo,Private room,1 shared bath,t,2024-09-18,2017-02-28,2024-08-13,STR-541538,f,562,16413314,6570954,1.0,0.87,1.0,2.0,2.0,1.0,1.0,1.0,80.0,6.0,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,3,5,97.0,29.0,0.0,4.93,4.93,4.99,4.97,4.7,0.0,1.0,0.0,1.05
563,2024-09-18,Weihai,2017-01-23,"Boston, MA",within an hour,f,t,f,Private room in rental unit,Private room,2 shared baths,t,2024-09-18,2017-01-13,2024-09-05,STR-383106,f,563,16447567,112905339,1.0,0.9,22.0,25.0,2.0,1.1,1.0,2.0,66.0,29.0,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,11,71,96.0,4.0,1.0,4.72,4.86,4.71,4.92,4.27,0.0,5.0,0.0,1.03
564,2024-09-18,Marie,2014-05-30,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2018-05-20,2023-05-12,STR-383106,f,564,16453657,16186589,1.0,0.95,27.0,30.0,1.0,1.0,1.0,1.0,50.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,23,83,3.0,0.0,0.0,5.0,4.67,4.67,5.0,4.33,5.0,0.8,0.0,0.04
565,2024-09-18,Eva,2016-12-21,"Boston, MA",within a few hours,t,t,t,Entire condo,Entire home/apt,1 bath,t,2024-09-18,2017-01-05,2024-08-03,STR-383106,f,565,16459191,107981961,1.0,0.8,1.0,2.0,3.0,1.0,0.0,1.0,192.0,29.0,1124,29.0,29.0,1124.0,1124.0,29.0,1124.0,0,7,21.0,4.0,0.0,4.89,4.94,4.87,4.93,4.97,1.0,0.0,0.0,1.62
566,2024-09-18,Joel,2016-06-09,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,2024-09-18,2017-01-01,2017-01-04,STR-383106,t,566,16464424,76753546,1.0,0.9,1.0,1.0,3.0,1.2,2.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,2.0,0.0,0.0,4.5,4.8,5.0,5.0,5.0,1.0,0.0,0.0,0.02
567,2024-09-18,Jurek,2014-09-24,"Boston, MA",within an hour,t,t,t,Private room in rental unit,Private room,1 bath,t,2024-09-18,2017-04-07,2020-02-07,STR-383106,f,567,16479752,21745230,1.0,0.97,19.0,25.0,2.0,1.0,1.0,1.0,75.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,4.67,2.0,0.8,0.0,0.03
568,2024-09-18,Catherine,2015-02-08,"Boston, MA",within an hour,f,t,t,Private room in rental unit,Private room,1 bath,t,2024-09-18,2017-01-13,2017-01-13,STR-383107,f,568,16515215,27387830,1.0,0.9,1.0,3.0,1.0,1.2,1.0,1.0,213.0,14.2,1125,13.3,91.0,1125.0,1125.0,15.0,1125.0,0,0,1.0,0.0,0.0,5.0,4.8,5.0,5.0,4.8,0.0,1.0,0.0,0.01
569,2024-09-18,Jurek,2014-09-24,"Boston, MA",within an hour,t,t,t,Private room in rental unit,Private room,1 shared bath,t,2024-09-18,2017-04-17,2024-08-25,STR-383107,f,569,16517776,21745230,1.0,0.97,19.0,25.0,2.0,1.0,1.0,1.0,87.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,2,97.0,10.0,1.0,4.84,4.92,4.9,4.94,4.81,2.0,0.8,0.0,1.07
